,Kód kraja,Názov kraja,Kód okresu,Názov okresu,Súčasná ekonomická aktivita,Pohlavie,Vek,abs.
6046,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,15-19,0.0
6047,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,20-24,2.0
6048,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,25-29,0.0
6049,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,30-34,1.0
6050,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,35-39,0.0
6051,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,40-44,0.0
6052,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,45-49,0.0
6053,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,50-54,0.0
6054,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,muži,60-64,0.0
6057,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,15-19,6.0
6058,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,20-24,68.0
6059,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,25-29,218.0
6060,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,30-34,281.0
6061,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,35-39,95.0
6062,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,40-44,7.0
6063,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,45-49,3.0
6064,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,50-54,0.0
6065,2,Trnavský kraj,207,Okres Trnava,osoby na materskej dovolenke,ženy,nezistený,0.0
6067,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,15-19,1.0
6068,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,20-24,4.0
6069,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,25-29,3.0
6070,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,30-34,11.0
6071,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,35-39,13.0
6072,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,40-44,5.0
6073,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,45-49,2.0
6074,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,50-54,0.0
6075,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,55-59,0.0
6076,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,muži,nezistený,0.0
6079,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,15-19,15.0
6080,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,20-24,210.0
6081,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,25-29,695.0
6082,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,30-34,1086.0
6083,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,35-39,478.0
6084,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,40-44,118.0
6085,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,45-49,13.0
6086,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,50-54,2.0
6087,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,55-59,0.0
6088,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,60-64,0.0
6089,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,70-74,0.0
6090,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,90-94,0.0
6091,2,Trnavský kraj,207,Okres Trnava,osoby na rodičovskej dovolenke,ženy,nezistený,1.0
6093,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,15-19,11.0
6094,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,20-24,11.0
6095,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,25-29,8.0
6096,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,30-34,6.0
6097,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,35-39,9.0
6098,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,40-44,7.0
6099,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,45-49,1.0
6100,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,50-54,8.0
6101,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,55-59,9.0
6102,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,60-64,2.0
6103,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,65-69,1.0
6104,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,70-74,0.0
6105,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,75-79,1.0
6106,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,80-84,0.0
6107,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,85-89,0.0
6108,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,90-94,0.0
6109,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,muži,nezistený,0.0
6112,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,15-19,12.0
6113,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,20-24,17.0
6114,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,25-29,40.0
6115,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,30-34,67.0
6116,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,35-39,79.0
6117,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,40-44,80.0
6118,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,45-49,69.0
6119,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,50-54,73.0
6120,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,55-59,52.0
6121,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,60-64,4.0
6122,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,65-69,1.0
6123,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,70-74,7.0
6124,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,75-79,3.0
6125,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,80-84,1.0
6126,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,85-89,4.0
6127,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,90-94,1.0
6128,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,95-99,0.0
6129,2,Trnavský kraj,207,Okres Trnava,osoby v domácnosti,ženy,nezistený,0.0
6131,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,100-104,0.0
6132,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,15-19,131.0
6133,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,20-24,2012.0
6134,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,25-29,4032.0
6135,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,30-34,4800.0
6136,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,35-39,4578.0
6137,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,40-44,3694.0
6138,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,45-49,3557.0
6139,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,50-54,3477.0
6140,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,55-59,3230.0
6141,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,60-64,650.0
6142,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,65-69,17.0
6143,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,70-74,13.0
6144,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,75-79,1.0
6145,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,80-84,0.0
6146,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,85-89,1.0
6147,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,90-94,0.0
6148,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,95-99,0.0
6149,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),muži,nezistený,3.0
6152,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,15-19,86.0
6153,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,20-24,1327.0
6154,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,25-29,3083.0
6155,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,30-34,3250.0
6156,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,35-39,3757.0
6157,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,40-44,3464.0
6158,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,45-49,3569.0
6159,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,50-54,3593.0
6160,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,55-59,2219.0
6161,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,60-64,104.0
6162,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,65-69,20.0
6163,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,70-74,8.0
6164,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,75-79,0.0
6165,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,80-84,0.0
6166,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,85-89,0.0
6167,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,90-94,0.0
6168,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,95-99,0.0
6169,2,Trnavský kraj,207,Okres Trnava,pracujúci (okrem dôchodcov),ženy,nezistený,2.0
6171,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,15-19,2.0
6172,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,20-24,2.0
6173,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,25-29,7.0
6174,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,30-34,15.0
6175,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,35-39,33.0
6176,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,40-44,28.0
6177,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,45-49,50.0
6178,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,50-54,73.0
6179,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,55-59,107.0
6180,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,60-64,468.0
6181,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,65-69,271.0
6182,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,70-74,80.0
6183,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,75-79,32.0
6184,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,80-84,12.0
6185,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,85-89,3.0
6186,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,90-94,0.0
6187,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,95-99,0.0
6188,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,muži,nezistený,0.0
6191,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,15-19,0.0
6192,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,20-24,1.0
6193,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,25-29,8.0
6194,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,30-34,7.0
6195,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,35-39,26.0
6196,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,40-44,21.0
6197,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,45-49,32.0
6198,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,50-54,44.0
6199,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,55-59,449.0
6200,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,60-64,463.0
6201,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,65-69,175.0
6202,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,70-74,61.0
6203,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,75-79,44.0
6204,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,80-84,26.0
6205,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,85-89,3.0
6206,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,90-94,0.0
6207,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,95-99,0.0
6208,2,Trnavský kraj,207,Okres Trnava,pracujúci dôchodcovia,ženy,nezistený,0.0
6210,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,15-19,0.0
6211,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,20-24,1.0
6212,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,25-29,10.0
6213,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,30-34,8.0
6214,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,35-39,18.0
6215,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,40-44,6.0
6216,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,45-49,7.0
6217,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,50-54,9.0
6218,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,55-59,1.0
6219,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,60-64,1.0
6220,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,65-69,0.0
6221,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,70-74,0.0
6222,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,75-79,0.0
6223,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,80-84,0.0
6224,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,85-89,0.0
6225,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,90-94,0.0
6226,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,95-99,0.0
6227,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,muži,nezistený,0.0
6230,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,105+,0.0
6231,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,15-19,0.0
6232,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,20-24,2.0
6233,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,25-29,5.0
6234,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,30-34,10.0
6235,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,35-39,3.0
6236,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,40-44,4.0
6237,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,45-49,7.0
6238,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,50-54,6.0
6239,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,55-59,0.0
6240,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,60-64,1.0
6241,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,65-69,0.0
6242,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,70-74,0.0
6243,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,75-79,0.0
6244,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,80-84,1.0
6245,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,85-89,0.0
6246,2,Trnavský kraj,207,Okres Trnava,príjemcovia kapitálových príjmov,ženy,95-99,0.0
6248,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,muži,15-19,2479.0
6249,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,muži,20-24,200.0
6250,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,muži,25-29,3.0
6251,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,muži,30-34,2.0
6252,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,muži,nezistený,0.0
6255,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,ženy,15-19,2434.0
6256,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,ženy,20-24,143.0
6257,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,ženy,25-29,0.0
6258,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,ženy,30-34,0.0
6259,2,Trnavský kraj,207,Okres Trnava,študenti stredných škôl,ženy,nezistený,0.0
6261,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,15-19,87.0
6262,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,20-24,1235.0
6263,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,25-29,156.0
6264,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,30-34,8.0
6265,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,35-39,3.0
6266,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,40-44,1.0
6267,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,45-49,1.0
6268,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,50-54,2.0
6269,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,55-59,0.0
6270,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,60-64,0.0
6271,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,65-69,0.0
6272,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,70-74,0.0
6273,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,75-79,0.0
6274,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,80-84,0.0
6275,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,85-89,0.0
6276,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,90-94,0.0
6277,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,95-99,1.0
6278,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,muži,nezistený,0.0
6281,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,15-19,159.0
6282,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,20-24,1640.0
6283,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,25-29,197.0
6284,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,30-34,24.0
6285,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,35-39,15.0
6286,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,40-44,2.0
6287,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,45-49,1.0
6288,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,50-54,0.0
6289,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,55-59,1.0
6290,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,60-64,0.0
6291,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,65-69,0.0
6292,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,70-74,0.0
6293,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,75-79,0.0
6294,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,80-84,3.0
6295,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,85-89,0.0
6296,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,90-94,0.0
6297,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,95-99,0.0
6298,2,Trnavský kraj,207,Okres Trnava,študenti vysokých  škôl,ženy,nezistený,0.0
6301,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),muži,0-4,941.0
6302,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),muži,10-14,925.0
6303,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),muži,15-19,204.0
6304,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),muži,5-9,859.0
6305,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),muži,nezistený,0.0
6308,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),ženy,0-4,822.0
6309,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),ženy,10-14,892.0
6310,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),ženy,15-19,185.0
6311,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),ženy,5-9,800.0
6312,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,deti do 16 rokov (nar. po 20.05.1995),ženy,nezistený,0.0
6314,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,100-104,0.0
6315,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,105+,0.0
6316,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,15-19,2.0
6317,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,20-24,7.0
6318,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,25-29,15.0
6319,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,30-34,23.0
6320,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,35-39,22.0
6321,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,40-44,35.0
6322,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,45-49,64.0
6323,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,50-54,91.0
6324,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,55-59,156.0
6325,3,Trenčiansky kraj,301,Okres Bánovce nad Bebravou,dôchodcovia,muži,60-64,747.0
