"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Súčasná ekonomická aktivita";"abs."
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;2374
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1921
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);dôverné;29
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);nezistené;376
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);11687
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1408
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;239
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;616
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);nezamestnaný;1137
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);žiak strednej školy;1004
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);študent vysokej školy;677
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1849
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);dôchodca;1606
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;22
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);iná;5
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);žiak základnej školy;112
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;567
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);dôchodca;5532
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;5069
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3682
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);dôverné;91
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);nezistené;1621
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);28602
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;3394
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;48
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;51
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);nezamestnaný;2473
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);žiak strednej školy;1970
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);študent vysokej školy;874
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1526
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);dôchodca;4349
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;67
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);iná;147
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);žiak základnej školy;332
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);dôverné;12
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1416
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);dôchodca;8932
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);nezistené;2
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;4
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4893
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3737
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);dôverné;49
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);nezistené;972
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);23566
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;3100
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;359
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;926
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);nezamestnaný;2870
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);žiak strednej školy;1942
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);študent vysokej školy;1166
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);osoba v domácnosti;3970
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);dôchodca;4328
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;45
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);iná;20
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);žiak základnej školy;238
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1315
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);dôchodca;13528
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;1845
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1562
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);dôverné;34
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);nezistené;372
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);10859
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;892
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;34
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;21
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);nezamestnaný;604
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);žiak strednej školy;786
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);študent vysokej školy;365
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);osoba v domácnosti;391
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);dôchodca;949
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;23
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);iná;36
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);žiak základnej školy;99
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);dôverné;2
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;437
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);dôchodca;2555
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);iná;1
SK0228;Okres Púchov;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;1770
SK0228;Okres Púchov;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;1445
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);dôverné;28
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);nezistené;237
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);8569
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;924
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;163
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;377
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);nezamestnaný;618
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);žiak strednej školy;781
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);študent vysokej školy;500
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);osoba v domácnosti;1324
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);dôchodca;1118
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;16
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);iná;1
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);žiak základnej školy;78
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;366
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);dôchodca;4136
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;4758
SK0229;Okres Trenčín;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3825
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);dôverné;55
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);nezistené;934
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);26753
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1865
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;69
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;64
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);nezamestnaný;1209
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);žiak strednej školy;1886
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);študent vysokej školy;984
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);osoba v domácnosti;1436
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);dôchodca;2078
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;99
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);iná;77
SK0229;Okres Trenčín;muž;produktívny vek (15-64 rokov);žiak základnej školy;263
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);dôverné;7
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1739
SK0229;Okres Trenčín;muž;poproduktívny vek (65 a viac rokov);dôchodca;7447
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4663
SK0229;Okres Trenčín;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3545
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);dôverné;40
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);nezistené;598
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);22627
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1904
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;436
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;974
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);nezamestnaný;1390
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);žiak strednej školy;1902
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);študent vysokej školy;1085
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);osoba v domácnosti;3482
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);dôchodca;2446
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;64
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);iná;12
SK0229;Okres Trenčín;žena;produktívny vek (15-64 rokov);žiak základnej školy;190
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);dôverné;1
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1568
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);dôchodca;11296
SK0229;Okres Trenčín;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;2
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;3920
SK0231;Okres Komárno;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2893
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);dôverné;62
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);nezistené;1569
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);23315
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;1458
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;15
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;28
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);nezamestnaný;1866
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);žiak strednej školy;1386
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);študent vysokej školy;515
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);osoba v domácnosti;2045
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);dôchodca;2239
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;60
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);iná;157
SK0231;Okres Komárno;muž;produktívny vek (15-64 rokov);žiak základnej školy;300
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);dôverné;8
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1102
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);dôchodca;6306
SK0231;Okres Komárno;muž;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0231;Okres Komárno;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;2
SK0231;Okres Komárno;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;3729
SK0231;Okres Komárno;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;2748
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);dôverné;65
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);nezistené;1041
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);18579
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);pracujúci dôchodca;1314
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);osoba na materskej dovolenke;213
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;650
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);nezamestnaný;2500
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);žiak strednej školy;1350
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);študent vysokej školy;721
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);osoba v domácnosti;4063
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);dôchodca;2615
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;116
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);iná;29
SK0231;Okres Komárno;žena;produktívny vek (15-64 rokov);žiak základnej školy;241
SK0231;Okres Komárno;žena;poproduktívny vek (65 a viac rokov);dôverné;4
SK0231;Okres Komárno;žena;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1010
SK0231;Okres Komárno;žena;poproduktívny vek (65 a viac rokov);dôchodca;10715
SK0231;Okres Komárno;žena;poproduktívny vek (65 a viac rokov);príjemca kapitálových príjmov;1
SK0232;Okres Levice;muž;predproduktívny vek (0-14 rokov);nezistené;1
SK0232;Okres Levice;muž;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0232;Okres Levice;muž;predproduktívny vek (0-14 rokov);žiak základnej školy;4410
SK0232;Okres Levice;muž;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3254
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);dôverné;109
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);nezistené;1464
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);24126
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);pracujúci dôchodca;2015
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);osoba na materskej dovolenke;22
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);osoba na rodičovskej dovolenke;47
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);nezamestnaný;1752
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);žiak strednej školy;1610
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);študent vysokej školy;752
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);osoba v domácnosti;2314
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);dôchodca;3078
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);príjemca kapitálových príjmov;55
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);iná;151
SK0232;Okres Levice;muž;produktívny vek (15-64 rokov);žiak základnej školy;322
SK0232;Okres Levice;muž;poproduktívny vek (65 a viac rokov);dôverné;12
SK0232;Okres Levice;muž;poproduktívny vek (65 a viac rokov);pracujúci dôchodca;1158
SK0232;Okres Levice;muž;poproduktívny vek (65 a viac rokov);dôchodca;6891
SK0232;Okres Levice;žena;predproduktívny vek (0-14 rokov);žiak strednej školy;1
SK0232;Okres Levice;žena;predproduktívny vek (0-14 rokov);žiak základnej školy;4291
SK0232;Okres Levice;žena;predproduktívny vek (0-14 rokov);dieťa do začatia povinnej školskej dochádzky;3105
SK0232;Okres Levice;žena;produktívny vek (15-64 rokov);dôverné;80
SK0232;Okres Levice;žena;produktívny vek (15-64 rokov);nezistené;1093
SK0232;Okres Levice;žena;produktívny vek (15-64 rokov);pracujúci (okrem dôchodcov);19066
